report_vintage,country,iso3,observation_year,metric,value_usd_billion,unit,evidence_class,source_precision,source_file,source_url,source_locator,source_method,scope_note
2021,Indonesia,IDN,2019,ecommerce_gmv,21.0,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2021_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2021_report.pdf,"PDF page 97, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2022,Indonesia,IDN,2019,ecommerce_gmv,25.0,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2022_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2022_report.pdf,"PDF page 92, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2021,Indonesia,IDN,2019,online_media_gmv,3.5,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2021_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2021_report.pdf,"PDF page 97, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2022,Indonesia,IDN,2019,online_media_gmv,3.0,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2022_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2022_report.pdf,"PDF page 92, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2021,Indonesia,IDN,2019,online_travel_gmv,10.1,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2021_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2021_report.pdf,"PDF page 97, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2022,Indonesia,IDN,2019,online_travel_gmv,7.0,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2022_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2022_report.pdf,"PDF page 92, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2021,Indonesia,IDN,2019,overall_digital_economy_gmv,40.0,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2021_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2021_report.pdf,"PDF page 97, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2022,Indonesia,IDN,2019,overall_digital_economy_gmv,41.0,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2022_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2022_report.pdf,"PDF page 92, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2021,Indonesia,IDN,2019,transport_and_food_gmv,5.7,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2021_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2021_report.pdf,"PDF page 97, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2022,Indonesia,IDN,2019,transport_and_food_gmv,6.0,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2022_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2022_report.pdf,"PDF page 92, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2021,Indonesia,IDN,2020,ecommerce_gmv,35.0,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2021_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2021_report.pdf,"PDF page 97, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2021,Indonesia,IDN,2020,online_media_gmv,4.3,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2021_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2021_report.pdf,"PDF page 97, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2021,Indonesia,IDN,2020,online_travel_gmv,2.6,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2021_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2021_report.pdf,"PDF page 97, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2021,Indonesia,IDN,2020,overall_digital_economy_gmv,47.0,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2021_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2021_report.pdf,"PDF page 97, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2021,Indonesia,IDN,2020,transport_and_food_gmv,5.1,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2021_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2021_report.pdf,"PDF page 97, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
2021,Indonesia,IDN,2021,ecommerce_gmv,53.0,current USD billion,external_market_estimate,rounded chart value,sources/asean_economy_reports/economy_sea_2021_regional.pdf,https://services.google.com/fh/files/misc/e_conomy_sea_2021_report.pdf,"PDF page 97, country GMV chart",Bain analysis,"Country digital-economy estimate; not national accounts, tax base, or issuer disclosure"
